x-axis,2
second,Volt
+3.980000E-06,+413.487424143E-03
+3.982500E-06,+409.869333729E-03
+3.985000E-06,+418.311544694E-03
+3.987500E-06,+423.135665245E-03
+3.990000E-06,+421.929635108E-03
+3.992500E-06,+423.135665245E-03
+3.995000E-06,+424.341695383E-03
+3.997500E-06,+426.753755659E-03
+4.000000E-06,+427.959785797E-03
+4.002500E-06,+430.371846072E-03
+4.005000E-06,+427.959785797E-03
+4.007500E-06,+427.959785797E-03
+4.010000E-06,+431.577876210E-03
+4.012500E-06,+437.608026899E-03
+4.015000E-06,+438.814057037E-03
+4.017500E-06,+440.020087175E-03
+4.020000E-06,+441.226117313E-03
+4.022500E-06,+443.638177589E-03
+4.025000E-06,+447.256268002E-03
+4.027500E-06,+446.050237864E-03
+4.030000E-06,+452.080388553E-03
+4.032500E-06,+448.462298140E-03
+4.035000E-06,+452.080388554E-03
+4.037500E-06,+454.492448829E-03
+4.040000E-06,+455.698478967E-03
+4.042500E-06,+459.316569380E-03
+4.045000E-06,+459.316569381E-03
+4.047500E-06,+461.728629656E-03
+4.050000E-06,+464.140689932E-03
+4.052500E-06,+461.728629656E-03
+4.055000E-06,+464.140689932E-03
+4.057500E-06,+465.346720070E-03
+4.060000E-06,+470.170840621E-03
+4.062500E-06,+468.964810483E-03
+4.065000E-06,+473.788931035E-03
+4.067500E-06,+472.582900897E-03
+4.070000E-06,+472.582900897E-03
+4.072500E-06,+481.025111861E-03
+4.075000E-06,+479.819081724E-03
+4.077500E-06,+481.025111862E-03
+4.080000E-06,+482.231141999E-03
+4.082500E-06,+488.261292689E-03
+4.085000E-06,+490.673352964E-03
+4.087500E-06,+489.467322827E-03
+4.090000E-06,+490.673352964E-03
+4.092500E-06,+494.291443378E-03
+4.095000E-06,+494.291443378E-03
+4.097500E-06,+497.909533791E-03
+4.100000E-06,+497.909533791E-03
+4.102500E-06,+499.115563929E-03
+4.105000E-06,+501.527624205E-03
+4.107500E-06,+502.733654343E-03
+4.110000E-06,+506.351744756E-03
+4.112500E-06,+502.733654343E-03
+4.115000E-06,+503.939684481E-03
+4.117500E-06,+512.381895445E-03
+4.120000E-06,+509.969835170E-03
+4.122500E-06,+512.381895445E-03
+4.125000E-06,+513.587925583E-03
+4.127500E-06,+518.412046134E-03
+4.130000E-06,+520.824106410E-03
+4.132500E-06,+515.999985859E-03
+4.135000E-06,+522.030136548E-03
+4.137500E-06,+522.030136548E-03
+4.140000E-06,+525.648226962E-03
+4.142500E-06,+524.442196824E-03
+4.145000E-06,+529.266317375E-03
+4.147500E-06,+528.060287237E-03
+4.150000E-06,+529.266317375E-03
+4.152500E-06,+534.090437926E-03
+4.155000E-06,+535.296468064E-03
+4.157500E-06,+538.914558478E-03
+4.160000E-06,+537.708528340E-03
+4.162500E-06,+535.296468064E-03
+4.165000E-06,+541.326618753E-03
+4.167500E-06,+543.738679029E-03
+4.170000E-06,+543.738679029E-03
+4.172500E-06,+543.738679029E-03
+4.175000E-06,+552.180889994E-03
+4.177500E-06,+553.386920132E-03
+4.180000E-06,+557.005010545E-03
+4.182500E-06,+555.798980407E-03
+4.185000E-06,+555.798980408E-03
+4.187500E-06,+559.417070821E-03
+4.190000E-06,+560.623100959E-03
+4.192500E-06,+563.035161234E-03
+4.195000E-06,+560.623100959E-03
+4.197500E-06,+566.653251648E-03
+4.200000E-06,+565.447221510E-03
+4.202500E-06,+567.859281786E-03
+4.205000E-06,+564.241191372E-03
+4.207500E-06,+569.065311923E-03
+4.210000E-06,+573.889432475E-03
+4.212500E-06,+575.095462613E-03
+4.215000E-06,+579.919583164E-03
+4.217500E-06,+575.095462613E-03
+4.220000E-06,+577.507522889E-03
+4.222500E-06,+579.919583165E-03
+4.225000E-06,+585.949733853E-03
+4.227500E-06,+582.331643440E-03
+4.230000E-06,+584.743703715E-03
+4.232500E-06,+588.361794129E-03
+4.235000E-06,+589.567824267E-03
+4.237500E-06,+590.773854405E-03
+4.240000E-06,+594.391944818E-03
+4.242500E-06,+591.979884543E-03
+4.245000E-06,+595.597974956E-03
+4.247500E-06,+594.391944819E-03
+4.250000E-06,+594.391944819E-03
+4.252500E-06,+599.216065369E-03
+4.255000E-06,+602.834155783E-03
+4.257500E-06,+601.628125646E-03
+4.260000E-06,+604.040185921E-03
+4.262500E-06,+602.834155783E-03
+4.265000E-06,+610.070336610E-03
+4.267500E-06,+612.482396886E-03
+4.270000E-06,+612.482396886E-03
+4.272500E-06,+612.482396886E-03
+4.275000E-06,+616.100487299E-03
+4.277500E-06,+616.100487299E-03
+4.280000E-06,+620.924607850E-03
+4.282500E-06,+620.924607851E-03
+4.285000E-06,+620.924607851E-03
+4.287500E-06,+626.954758539E-03
+4.290000E-06,+629.366818815E-03
+4.292500E-06,+630.572848953E-03
+4.295000E-06,+630.572848953E-03
+4.297500E-06,+629.366818815E-03
