x-axis,1
second,Volt
-25.00000E-03,-2.97683036E+00
-24.97500E-03,-2.97683036E+00
-24.95000E-03,-3.05723237E+00
-24.92500E-03,-3.05723237E+00
-24.90000E-03,-3.05980925E+00
-24.87500E-03,-3.13763438E+00
-24.85000E-03,-3.17397007E+00
-24.82500E-03,-3.15322534E+00
-24.80000E-03,-3.21803639E+00
-24.77500E-03,-3.24393487E+00
-24.75000E-03,-3.26467960E+00
-24.72500E-03,-3.28542432E+00
-24.70000E-03,-3.37110977E+00
-24.67500E-03,-3.37884041E+00
-24.65000E-03,-3.37884041E+00
-24.62500E-03,-3.37884041E+00
-24.60000E-03,-3.45924242E+00
-24.57500E-03,-3.40989265E+00
-24.55000E-03,-3.45924242E+00
-24.52500E-03,-3.53964443E+00
-24.50000E-03,-3.53964443E+00
-24.47500E-03,-3.53964443E+00
-24.45000E-03,-3.53964443E+00
-24.42500E-03,-3.62004644E+00
-24.40000E-03,-3.62004644E+00
-24.37500E-03,-3.62004644E+00
-24.35000E-03,-3.64349772E+00
-24.32500E-03,-3.70044845E+00
-24.30000E-03,-3.76281229E+00
-24.27500E-03,-3.70044845E+00
-24.25000E-03,-3.75997605E+00
-24.22500E-03,-3.78072077E+00
-24.20000E-03,-3.78085046E+00
-24.17500E-03,-3.86125246E+00
-24.15000E-03,-3.86125246E+00
-24.12500E-03,-3.86125246E+00
-24.10000E-03,-3.86125246E+00
-24.07500E-03,-3.94165447E+00
-24.05000E-03,-3.94165447E+00
-24.02500E-03,-3.94165447E+00
-24.00000E-03,-4.02205648E+00
-23.97500E-03,-3.97554296E+00
-23.95000E-03,-4.02205648E+00
-23.92500E-03,-4.02965744E+00
-23.90000E-03,-4.05040217E+00
-23.87500E-03,-4.08467969E+00
-23.85000E-03,-4.10245849E+00
-23.82500E-03,-4.17268266E+00
-23.80000E-03,-4.13338105E+00
-23.77500E-03,-4.18286050E+00
-23.75000E-03,-4.26326251E+00
-23.72500E-03,-4.26326251E+00
-23.70000E-03,-4.26326251E+00
-23.67500E-03,-4.18286050E+00
-23.65000E-03,-4.17744738E+00
-23.62500E-03,-4.08712689E+00
-23.60000E-03,-4.02205648E+00
-23.57500E-03,-3.94165447E+00
-23.55000E-03,-3.86125246E+00
-23.52500E-03,-3.84334398E+00
-23.50000E-03,-3.70044845E+00
-23.47500E-03,-3.62004644E+00
-23.45000E-03,-3.53990379E+00
-23.42500E-03,-3.53964443E+00
-23.40000E-03,-3.50047250E+00
-23.37500E-03,-3.37884041E+00
-23.35000E-03,-3.37884041E+00
-23.32500E-03,-3.21803639E+00
-23.30000E-03,-3.21803639E+00
-23.27500E-03,-3.13763438E+00
-23.25000E-03,-3.13273998E+00
-23.22500E-03,-3.00246949E+00
-23.20000E-03,-2.97683036E+00
-23.17500E-03,-2.89642835E+00
-23.15000E-03,-2.81602634E+00
-23.12500E-03,-2.78781034E+00
-23.10000E-03,-2.65522233E+00
-23.07500E-03,-2.65522233E+00
-23.05000E-03,-2.57482032E+00
-23.02500E-03,-2.52521119E+00
-23.00000E-03,-2.49441831E+00
-22.97500E-03,-2.41401630E+00
-22.95000E-03,-2.33361429E+00
-22.92500E-03,-2.25321228E+00
-22.90000E-03,-2.19909780E+00
-22.87500E-03,-2.24766948E+00
-22.85000E-03,-2.15760835E+00
-22.82500E-03,-2.05646162E+00
-22.80000E-03,-2.01200625E+00
-22.77500E-03,-1.93160424E+00
-22.75000E-03,-1.85120223E+00
-22.72500E-03,-1.81267871E+00
-22.70000E-03,-1.71153198E+00
-22.67500E-03,-1.77002214E+00
-22.65000E-03,-1.63035189E+00
-22.62500E-03,-1.60999621E+00
-22.60000E-03,-1.52959420E+00
-22.57500E-03,-1.52959420E+00
-22.55000E-03,-1.44919219E+00
-22.52500E-03,-1.40551491E+00
-22.50000E-03,-1.30436817E+00
-22.47500E-03,-1.28838817E+00
-22.45000E-03,-1.26287873E+00
-22.42500E-03,-1.16173200E+00
-22.40000E-03,-1.14098727E+00
-22.37500E-03,-1.04718214E+00
-22.35000E-03,-994.86646E-03
-22.32500E-03,-998.35110E-03
-22.30000E-03,-897.20437E-03
-22.27500E-03,-815.89459E-03
-22.25000E-03,-805.97612E-03
-22.22500E-03,-776.98203E-03
-22.20000E-03,-645.17210E-03
-22.17500E-03,-645.17210E-03
-22.15000E-03,-598.01017E-03
-22.12500E-03,-564.77009E-03
-22.10000E-03,-564.77009E-03
-22.07500E-03,-484.36808E-03
-22.05000E-03,-448.55112E-03
-22.02500E-03,-347.40438E-03
-22.00000E-03,-323.56406E-03
-21.97500E-03,-243.16205E-03
-21.95000E-03,-201.15388E-03
-21.92500E-03,-162.76004E-03
-21.90000E-03,-162.76004E-03
-21.87500E-03,-82.35803E-03
-21.85000E-03,-42.92675E-03
-21.82500E-03,+16.73054E-03
-21.80000E-03,+102.14E-06
-21.77500E-03,+78.44599E-03
-21.75000E-03,+158.84800E-03
-21.72500E-03,+158.84800E-03
-21.70000E-03,+239.25000E-03
-21.67500E-03,+239.25000E-03
-21.65000E-03,+285.37449E-03
-21.62500E-03,+319.65201E-03
-21.60000E-03,+400.05402E-03
-21.57500E-03,+452.49939E-03
-21.55000E-03,+529.15740E-03
-21.52500E-03,+549.90212E-03
-21.50000E-03,+560.85804E-03
-21.47500E-03,+591.39156E-03
-21.45000E-03,+641.26005E-03
-21.42500E-03,+721.66206E-03
-21.40000E-03,+721.66206E-03
-21.37500E-03,+802.06407E-03
-21.35000E-03,+748.20894E-03
-21.32500E-03,+882.46608E-03
-21.30000E-03,+897.40864E-03
-21.27500E-03,+918.15336E-03
-21.25000E-03,+1.01930009E+00
-21.22500E-03,+1.04004481E+00
-21.20000E-03,+1.04327010E+00
-21.17500E-03,+1.12367211E+00
-21.15000E-03,+1.18268099E+00
-21.12500E-03,+1.20342571E+00
-21.10000E-03,+1.22417043E+00
-21.07500E-03,+1.28447612E+00
-21.05000E-03,+1.30329237E+00
-21.02500E-03,+1.36487813E+00
-21.00000E-03,+1.44528014E+00
-20.97500E-03,+1.44528014E+00
-20.95000E-03,+1.46151951E+00
-20.92500E-03,+1.52568215E+00
-20.90000E-03,+1.52568215E+00
-20.87500E-03,+1.60608416E+00
-20.85000E-03,+1.59242168E+00
-20.82500E-03,+1.68648617E+00
-20.80000E-03,+1.68648617E+00
-20.77500E-03,+1.68648617E+00
-20.75000E-03,+1.76688818E+00
-20.72500E-03,+1.76688818E+00
-20.70000E-03,+1.81688635E+00
